segmentID,reachID,latitude1,longitude1,latitude2,longitude2,number_obs,reach_length,lakeFlag
0,3089.0,30.176821308891718,-91.011131006804277,30.129612932026475,-91.021419208534255,1,7.0180822459082082,0
0,3090.0,30.114778365511789,-91.02482819433304,30.12710310076065,-90.946122396556589,1,9.9958787848381654,0
0,3091.0,30.12737365925938,-90.946116794059165,30.076101288045944,-90.904233608546363,1,9.949036790211478,0
0,3092.0,30.075830734627434,-90.904239313478044,30.019219196019964,-90.834523031363872,1,11.548448045214048,0
0,3093.0,30.049820128779228,-90.66182770459632,30.051010659749021,-90.578120829519932,1,9.9751385208431955,0
0,3094.0,30.051004930269141,-90.577809899858849,30.048399854601435,-90.482379318077491,1,9.9928636330338794,0
0,3095.0,30.04812342528599,-90.482075264883065,29.994787834982525,-90.438656754977231,1,9.1892597360385011,0
0,3096.0,29.618141870838567,-89.900880814759589,29.60636975651326,-89.869889976948258,1,3.541614716151932,0
0,3097.0,31.083783651219285,-91.591527317142479,31.019031678261737,-91.585567009887995,2,9.9836666581835196,0
0,3098.0,31.018764507974016,-91.585885221230953,30.972216207437256,-91.662587526225579,2,9.9618289963253961,0
0,3099.0,30.971945583516959,-91.662591299651723,30.915830487188618,-91.603098096421917,2,9.9666103833362882,0
0,3100.0,30.9158270962965,-91.602784217728228,30.887826290863835,-91.518769622412734,2,9.9580822459064393,0
0,3101.0,30.887555680181677,-91.518773787607628,30.80515438246276,-91.531954835888783,2,9.9701428534974426,0
0,3102.0,30.804883766714607,-91.531958950523858,30.750892449651761,-91.593576146688363,2,9.9584480451607078,0
0,3103.0,30.750618426684834,-91.593266739860297,30.740418374724015,-91.504109184345452,2,9.9944783489794204,0
0,3104.0,30.740414762104468,-91.503795889498008,30.747495425771657,-91.41625604577797,2,9.2647012947499121,0
0,3105.0,30.751262393330002,-91.370754585114767,30.663068010695486,-91.331221687831942,2,11.38300648640587,0
0,3106.0,30.572367583398474,-91.266777636516409,30.527311829503017,-91.257260825294736,2,7.5241839764523695,0
0,3107.0,30.507225312219791,-91.252930526851642,30.483450785649772,-91.196480004368951,2,9.9786709909517963,0
0,3108.0,30.48318020191666,-91.196484994769975,30.382636050111561,-91.226430807762867,2,12.556904755840907,0
0,3109.0,30.338122996021269,-91.217248732736451,30.313147523430363,-91.211773904295171,2,17.101828996384803,0
0,3110.0,30.279216610435785,-91.204593369532603,30.259523253949574,-91.112975450673062,2,9.9786709909726614,0
0,3111.0,30.259248181065299,-91.112668932074271,30.194169441094214,-91.161271281145559,2,9.9660930650555937,0
0,3112.0,30.19389448151659,-91.160964814427729,30.209609461032638,-91.086506180118491,2,9.9463874375803947,0
0,3113.0,30.209604912135397,-91.08619464801842,30.177096598904445,-91.01143698654414,2,9.5238896039753058,0
0,3114.0,30.12934705259396,-91.021735873978415,30.114783046942534,-91.025139417087146,2,2.399482681726389,0
0,3115.0,30.018943534252607,-90.834218026977666,30.008625502782383,-90.783444546722464,2,9.9794025894964324,0
0,3116.0,30.008620265431457,-90.783133704038917,30.049555149340602,-90.662145006460449,2,13.881900423201113,0
0,3117.0,29.994781786031275,-90.438346033739265,29.937182191412596,-90.358111916278119,2,11.998448045294962,0
0,3118.0,29.935700297063779,-90.324908319127545,29.966454702812527,-90.24173070443706,2,9.9957272659443959,0
0,3119.0,29.966448194718208,-90.241420121171203,29.935076347951139,-90.178290415960902,2,9.9618289964645577,0
0,3120.0,29.935069696590343,-90.17797994701435,29.911559615929555,-90.129261278487363,2,9.9554328933737573,0
0,3121.0,29.911282453057041,-90.128958658005843,29.945440003402204,-90.058385521813449,2,9.967493501066123,0
0,3122.0,29.945710385869667,-90.058377557973742,29.920298249045519,-89.928554152157716,2,15.687132250070349,0
0,3123.0,29.864838816404387,-89.916066997753987,29.848789133598292,-89.98046761232348,2,9.9871991285298289,0
0,3124.0,29.848518756678491,-89.980459574897765,29.773626176302169,-90.021865892878438,2,9.9582098909594752,0
0,3125.0,29.773355795733487,-90.021873899660235,29.701909832028875,-89.978906716293196,2,9.9770371568523721,0
0,3126.0,29.701646420054729,-89.978589025296884,29.618405504102917,-89.901198037335007,2,13.496164491975019,0
0,3127.0,30.747762203761535,-91.415938311353827,30.751536925747921,-91.371063339381507,3,5.0604372260254031,0
0,3128.0,30.662793394226942,-91.330913320659619,30.572642338014333,-91.267085541121375,3,14.844915575004654,0
0,3129.0,30.52731601107433,-91.257573396093079,30.507229501699673,-91.253243032663562,3,7.2186709909477305,0
0,3130.0,30.382369695106149,-91.226747798948068,30.337856656839818,-91.21756559763682,3,7.0935238046830911,0
0,3131.0,30.31288119392222,-91.212090699271101,30.279220886840037,-91.204905142227759,3,6.495655839043903,0
0,3132.0,29.936905511206916,-90.357808545466156,29.935436157590381,-90.325226067446636,3,3.4358073581046442,0
0,3133.0,29.920305148228611,-89.928243758151098,29.864845674693637,-89.915756772080641,3,8.1477878734651039,0
0,3134.0,29.606376453450185,-89.869580532978731,29.604196655032297,-89.857752902473152,1,1.2518376618728881,2
0,3135.0,29.590303136904229,-89.824235007665365,29.512504716649303,-89.714104073839735,1,14.446967517261589,2
0,3136.0,29.60393290660328,-89.857435831824546,29.59056697385201,-89.824551952893628,2,3.7961731573761917,2
0,3137.0,29.512240578663274,-89.713787654847692,29.457655976925597,-89.642761307221193,2,9.9900627613346256,2
0,3138.0,29.457662116159174,-89.642452256426466,29.401917451200941,-89.601141989836222,2,9.9632294322393626,2
0,3139.0,29.401646968459332,-89.601135100620894,29.359358478512664,-89.520357238587053,2,9.9815346239281553,2
0,3140.0,29.359364315858816,-89.520048455141776,29.360615537385936,-89.438211217529059,2,9.9699913345968483,2
0,3141.0,29.360621184798312,-89.437902411049365,29.302875486873912,-89.368290024000643,2,9.9540324574953232,2
0,3142.0,29.302604952226609,-89.36828377643468,29.203740239664192,-89.279323009181326,2,14.727261889650443,2
0,3143.0,29.173980407760013,-89.262628057209639,29.155472810621823,-89.252663406097199,2,2.4552186130198979,2
0,3144.0,29.203474937811347,-89.279008650840652,29.174245756407132,-89.262942280655338,3,3.8913203435649892,2
6,3145.0,31.229509373294796,-92.01017295717287,31.262359603135685,-91.954374267811914,0,9.3811688245489329,0
6,3146.0,31.793608702203624,-93.044260725508281,31.739483424588556,-93.004961917876727,1,9.9760216382861984,0
6,3147.0,31.739483436525884,-93.004645199715313,31.707541337440087,-92.96981655594378,1,9.9820519420870752,0
6,3148.0,31.707270595259835,-92.969500035009887,31.672066079976528,-92.926152541707424,1,8.2562445840623795,0
6,3149.0,31.194256157241199,-92.152546045832565,31.209488197715153,-92.084387307953463,1,9.9991082169310594,0
6,3150.0,31.209215302725969,-92.084075018579085,31.229241150707356,-92.010490735199937,1,11.104844148227651,0
6,3151.0,31.262627679741279,-91.954056221538266,31.264853638865116,-91.835240916945153,1,16.391820330822011,0
6,3152.0,31.671795228249319,-92.925836267922037,31.616274930242593,-92.881914627643511,2,9.9790367901868642,0
6,3153.0,31.616274637412431,-92.881598328113782,31.5714741789354,-92.777009923029723,2,12.732489168097375,0
6,3154.0,31.494178905419723,-92.70169652906857,31.484158112150414,-92.699201506121568,2,1.2591168824573526,0
6,3155.0,31.483346094268548,-92.699204104127901,31.483346094268548,-92.699204104127901,2,0.03,0
6,3156.0,31.410224530854265,-92.683026169817154,31.378147404051195,-92.631707899940807,2,9.9721233688514008,0
6,3157.0,31.377875822503732,-92.631393463668019,31.35800601754044,-92.516655092226515,2,15.30469262921752,0
6,3158.0,31.341832488447274,-92.465332057829244,31.289034215803436,-92.400384826947274,2,9.9952099474969387,0
6,3159.0,31.288763546074374,-92.400386540090523,31.236782204391229,-92.342751421858893,2,9.9618289963267745,0
6,3160.0,31.236511535456309,-92.34275329580673,31.196631839595671,-92.325395512972321,2,9.9545497757141312,0
6,3161.0,31.196630188401919,-92.325080639091908,31.147854847800041,-92.26594373487481,2,9.9730064863911316,0
6,3162.0,31.147584179542353,-92.265945820495986,31.138509697232422,-92.196783858507771,2,9.9845497757064336,0
6,3163.0,31.138780361472666,-92.196781577208682,31.193987571565373,-92.152863310506277,2,8.6581536726472947,0
6,3164.0,31.571202956411078,-92.776694421681157,31.49445031348073,-92.702011555059073,3,12.298662325401605,0
6,3165.0,31.483888181285039,-92.699518221739481,31.483617508649925,-92.699519086832282,3,0.029999999999999999,0
6,3166.0,31.483075421618288,-92.699204970106678,31.410495986209408,-92.683340862870011,3,9.777564927613243,0
6,3167.0,31.35800482889093,-92.516339671116043,31.341833801885873,-92.465647422468649,3,6.5590367901823647,0
8,3168.0,31.488090026548832,-92.2200274353156,31.462341457039141,-92.214241367591313,1,5.5086709909198284,0
8,3169.0,31.58298255828462,-92.044395501207561,31.606985667536673,-92.033081705578752,1,4.8765389565726975,0
8,3170.0,31.591247537218827,-91.926371132650658,31.624581718271141,-91.809273701422384,1,16.420571413983843,0
8,3171.0,31.754572035269327,-92.343237653035018,31.710315214141453,-92.369195191139298,2,9.9969761825873551,0
8,3172.0,31.710046129725775,-92.369513622162572,31.676393399225375,-92.35138442694155,2,9.9202857069943473,0
8,3173.0,31.676124356998955,-92.351702790950583,31.63126289498592,-92.365300505810723,2,9.9730064863898455,0
8,3174.0,31.631261322126885,-92.364984174389619,31.618902665504194,-92.383729842462529,2,9.9678593001314866,0
8,3175.0,31.618632010568184,-92.383731626078657,31.582782651054604,-92.307136494029791,2,9.9888138444246906,0
8,3176.0,31.582513712541974,-92.307454659420515,31.542858985428222,-92.282464306998335,2,9.9639610306824622,0
8,3177.0,31.54285721178454,-92.282148279505776,31.514691524233772,-92.279204233790807,2,9.9438896039373645,0
8,3178.0,31.514422650143967,-92.279522242981045,31.487821299674408,-92.2203455190037,2,17.868733752157524,0
8,3179.0,31.462072742311292,-92.214559378764662,31.450962440669556,-92.212441990155071,2,1.7455129855209945,0
8,3180.0,31.607253905747729,-92.032762683955553,31.577725414750336,-91.994181470359038,2,9.9999913344963414,0
8,3181.0,31.577452295766836,-91.993868256499596,31.590979569479586,-91.926690395501268,2,8.9251385207474137,0
8,3182.0,31.450415309385502,-92.211499384007027,31.488914405574867,-92.137582181050419,1,9.959331162693946,1
8,3183.0,31.489182922512384,-92.137263861852247,31.582714287702476,-92.04471440566067,1,14.954469683448352,1
8,3184.0,31.450689846968721,-92.212128541982423,31.450417252519259,-92.211815095624786,2,0.042426406873086166,1
11,3185.0,31.062584386712459,-91.71257417578353,31.019098100457235,-91.749300830012217,2,6.3769047558396439,0
12,3186.0,31.915900944377956,-91.850908741504014,31.854694103714625,-91.787935195516638,1,16.316012972773112,0
12,3187.0,32.567453196190456,-92.143394059981119,32.504269102066843,-92.124512990818161,2,9.987047609319033,0
12,3188.0,32.504537480646874,-92.124191034340384,32.467134195299785,-92.115934254748595,2,9.9618289963349973,0
12,3189.0,32.46686359323364,-92.115936898885238,32.446004524178555,-92.152204500251642,2,9.9721233688389788,0
12,3190.0,32.446006672152031,-92.152523630249064,32.415643060027328,-92.105589334691032,2,9.9660930650451256,0
12,3191.0,32.415370191510505,-92.10527298633383,32.362164214749285,-92.120464677952313,2,9.9570476093364206,0
12,3192.0,32.361891383759193,-92.120148466432283,32.3062911556204,-92.102841391417343,2,9.9527835406215956,0
12,3193.0,32.306293419999527,-92.103160026560616,32.290523521494393,-92.131352362835031,2,9.9836666581678841,0
12,3194.0,32.290794132256288,-92.131349782397052,32.270432121637015,-92.161804543358386,2,9.9382250993917864,0
12,3195.0,32.270163621291111,-92.162125545171733,32.228027406040603,-92.134176067610113,2,9.9579307268779331,0
12,3196.0,32.227758972949971,-92.134496996948556,32.188904516342859,-92.112269262448024,2,9.9900627612356203,0
12,3197.0,32.188631668462101,-92.111953663837468,32.13266494762869,-92.081645310045531,2,9.9163874375493748,0
12,3198.0,32.132396640567165,-92.081966048819282,32.105613364270418,-92.046622968843778,2,9.9870476093328051,0
12,3199.0,32.105615757288092,-92.046940900118571,32.069683940183644,-92.01966249877637,2,9.9673419818470137,0
12,3200.0,32.069410869472811,-92.019347582784619,32.040614608798478,-92.005356873936478,2,9.9545497757106318,0
12,3201.0,32.040346489122541,-92.005677501756438,32.016785772675355,-92.003708510489446,2,9.9494025894595381,0
12,3202.0,32.016515160028362,-92.003711438862069,31.962740580777336,-91.946832378754749,2,9.984549775710434,0
12,3203.0,31.96273794692652,-91.94651495051275,31.913452443466806,-91.910906194952119,2,9.9691082169374567,0
12,3204.0,31.913449723527933,-91.910588939795971,31.91590381351914,-91.851225998594842,2,9.7603571337655524,0
13,3205.0,32.477849804894902,-93.684417302551353,32.477849804894902,-93.684417302551353,1,0.03,0
13,3206.0,32.477039696625852,-93.684091907310844,32.455145787731858,-93.679138582862905,1,2.69095454429418,0
13,3207.0,32.432443139120799,-93.673543517532622,32.417305573952952,-93.670240477116906,1,2.8370562748521801,0
13,3208.0,32.38730400780895,-93.663001943712942,32.353973723209293,-93.618122064920385,1,9.9772705550833258,0
13,3209.0,32.353704661792577,-93.617801402330841,32.300486816775631,-93.537459694270552,1,11.209768388732694,0
